ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
25,Banja Luka,Srpska Open,2023-04-20,ATP250,Outdoor,Clay,2nd Round,3.0,Dzumhur D.,Gasquet R.,202.0,42.0,282.0,940.0,6.0,4.0,1.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.75,1.44,3.06,1.43,3.06,1.47,2.82,1.42
25,Banja Luka,Srpska Open,2023-04-20,ATP250,Outdoor,Clay,2nd Round,3.0,Rublev A.,Varillas J. P.,6.0,92.0,4380.0,647.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.22,4.84,1.22,5.25,1.19,4.57
25,Banja Luka,Srpska Open,2023-04-20,ATP250,Outdoor,Clay,2nd Round,3.0,Lehecka J.,Albot R.,36.0,110.0,1033.0,536.0,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.25,4.46,1.28,4.51,1.23,4.09
26,Munich,BMW Open,2023-04-20,ATP250,Outdoor,Clay,2nd Round,3.0,Rune H.,Hanfmann Y.,7.0,112.0,3865.0,534.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.32,3.76,1.32,4.33,1.27,3.65
25,Banja Luka,Srpska Open,2023-04-20,ATP250,Outdoor,Clay,2nd Round,3.0,Lajovic D.,Barrere G.,70.0,57.0,744.0,838.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.34,3.56,1.39,3.56,1.34,3.21
26,Munich,BMW Open,2023-04-20,ATP250,Outdoor,Clay,2nd Round,3.0,Giron M.,Ritschard A.,68.0,209.0,756.0,274.0,4.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,1.44,2.75,1.53,2.68,1.55,2.78,1.48,2.63
26,Munich,BMW Open,2023-04-20,ATP250,Outdoor,Clay,1st Round,3.0,Karatsev A.,Altmaier D.,129.0,93.0,465.0,640.0,4.0,6.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,2.0,1.8,2.17,1.76,2.24,1.85,2.09,1.73
26,Munich,BMW Open,2023-04-20,ATP250,Outdoor,Clay,2nd Round,3.0,Van De Zandschulp B.,Karatsev A.,29.0,129.0,1250.0,465.0,6.0,2.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.48,2.84,1.5,2.85,1.46,2.68
26,Munich,BMW Open,2023-04-20,ATP250,Outdoor,Clay,2nd Round,3.0,Fritz T.,Fucsovics M.,10.0,75.0,3245.0,722.0,4.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,1.3,3.5,1.36,3.49,1.36,3.5,1.32,3.34
26,Munich,BMW Open,2023-04-20,ATP250,Outdoor,Clay,2nd Round,3.0,Cobolli F.,Otte O.,208.0,94.0,277.0,631.0,6.0,0.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.75,1.44,2.56,1.58,2.78,1.58,2.56,1.5
24,Barcelona,Barcelona Open,2023-04-20,ATP500,Outdoor,Clay,3rd Round,3.0,Cerundolo F.,Ruud C.,32.0,3.0,1165.0,5255.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.89,1.47,3.08,1.49,2.79,1.44
24,Barcelona,Barcelona Open,2023-04-20,ATP500,Outdoor,Clay,3rd Round,3.0,Evans D.,Khachanov K.,26.0,11.0,1390.0,2900.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4.0,1.25,4.21,1.27,4.3,1.32,3.95,1.25
24,Barcelona,Barcelona Open,2023-04-20,ATP500,Outdoor,Clay,3rd Round,3.0,Alcaraz C.,Bautista Agut R.,2.0,25.0,6770.0,1440.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.06,10.0,1.07,11.88,1.09,12.4,1.06,9.71
24,Barcelona,Barcelona Open,2023-04-20,ATP500,Outdoor,Clay,3rd Round,3.0,Musetti L.,Norrie C.,20.0,13.0,1930.0,2735.0,3.0,6.0,6.0,4.0,6.0,1.0,,,,,2.0,1.0,Completed,1.91,1.91,2.0,1.9,2.0,1.95,1.93,1.87
24,Barcelona,Barcelona Open,2023-04-20,ATP500,Outdoor,Clay,3rd Round,3.0,Tsitsipas S.,Shapovalov D.,5.0,28.0,4950.0,1380.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.24,4.56,1.26,5.0,1.21,4.37
24,Barcelona,Barcelona Open,2023-04-20,ATP500,Outdoor,Clay,3rd Round,3.0,Davidovich Fokina A.,Ruusuvuori E.,38.0,40.0,1025.0,977.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.46,2.96,1.48,3.0,1.42,2.84
24,Barcelona,Barcelona Open,2023-04-20,ATP500,Outdoor,Clay,3rd Round,3.0,Sinner J.,Nishioka Y.,8.0,35.0,3525.0,1093.0,6.0,1.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.05,11.0,1.06,14.0,1.06,14.7,1.04,11.51
24,Barcelona,Barcelona Open,2023-04-20,ATP500,Outdoor,Clay,3rd Round,3.0,De Minaur A.,Dimitrov G.,19.0,31.0,2050.0,1170.0,,,,,,,,,,,,,Walkover,2.0,1.8,2.18,1.77,2.18,1.82,2.08,1.76
26,Munich,BMW Open,2023-04-20,ATP250,Outdoor,Clay,2nd Round,3.0,O Connell C.,Zverev A.,82.0,16.0,700.0,2140.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,5.5,1.14,5.57,1.18,5.75,1.18,5.22,1.15
26,Munich,BMW Open,2023-04-21,ATP250,Outdoor,Clay,2nd Round,3.0,Thiem D.,Huesler M.A.,101.0,63.0,580.0,780.0,5.0,7.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,1.33,3.4,1.39,3.3,1.39,3.4,1.35,3.2
26,Munich,BMW Open,2023-04-21,ATP250,Outdoor,Clay,Quarterfinals,3.0,O Connell C.,Cobolli F.,82.0,208.0,700.0,277.0,7.0,6.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.44,2.75,1.52,2.73,1.52,2.85,1.47,2.65
26,Munich,BMW Open,2023-04-21,ATP250,Outdoor,Clay,Quarterfinals,3.0,Fritz T.,Thiem D.,10.0,101.0,3245.0,580.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.45,2.96,1.54,3.03,1.45,2.72
26,Munich,BMW Open,2023-04-21,ATP250,Outdoor,Clay,Quarterfinals,3.0,Rune H.,Garin C.,7.0,86.0,3865.0,678.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.29,4.05,1.32,4.05,1.26,3.83
26,Munich,BMW Open,2023-04-21,ATP250,Outdoor,Clay,Quarterfinals,3.0,Van De Zandschulp B.,Giron M.,29.0,68.0,1250.0,756.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.42,3.11,1.45,3.15,1.38,2.98
24,Barcelona,Barcelona Open,2023-04-21,ATP500,Outdoor,Clay,Quarterfinals,3.0,Tsitsipas S.,De Minaur A.,5.0,19.0,4950.0,2050.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.27,4.26,1.27,4.6,1.23,4.16
25,Banja Luka,Srpska Open,2023-04-21,ATP250,Outdoor,Clay,Quarterfinals,3.0,Kecmanovic M.,Lehecka J.,33.0,36.0,1125.0,1033.0,7.0,5.0,6.0,0.0,,,,,,,2.0,0.0,Completed,3.0,1.4,3.09,1.43,3.09,1.46,2.85,1.41
25,Banja Luka,Srpska Open,2023-04-21,ATP250,Outdoor,Clay,Quarterfinals,3.0,Lajovic D.,Djokovic N.,70.0,1.0,744.0,7240.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,8.0,1.08,8.11,1.11,8.75,1.14,7.26,1.09
25,Banja Luka,Srpska Open,2023-04-21,ATP250,Outdoor,Clay,Quarterfinals,3.0,Rublev A.,Dzumhur D.,6.0,202.0,4380.0,282.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.06,10.0,1.07,11.71,1.09,11.71,1.06,9.3
25,Banja Luka,Srpska Open,2023-04-21,ATP250,Outdoor,Clay,Quarterfinals,3.0,Molcan A.,Djere L.,73.0,78.0,735.0,716.0,6.0,2.0,4.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,2.5,1.53,2.36,1.67,2.51,1.67,2.35,1.58
24,Barcelona,Barcelona Open,2023-04-21,ATP500,Outdoor,Clay,Quarterfinals,3.0,Musetti L.,Sinner J.,20.0,8.0,1930.0,3525.0,,,,,,,,,,,,,Walkover,3.2,1.36,3.3,1.39,3.6,1.4,3.21,1.35
24,Barcelona,Barcelona Open,2023-04-21,ATP500,Outdoor,Clay,Quarterfinals,3.0,Alcaraz C.,Davidovich Fokina A.,2.0,38.0,6770.0,1025.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.08,8.0,1.11,8.38,1.12,9.33,1.09,7.54
24,Barcelona,Barcelona Open,2023-04-21,ATP500,Outdoor,Clay,Quarterfinals,3.0,Evans D.,Cerundolo F.,26.0,32.0,1390.0,1165.0,2.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,3.4,1.33,3.2,1.4,3.43,1.4,3.15,1.36
25,Banja Luka,Srpska Open,2023-04-22,ATP250,Outdoor,Clay,Semifinals,3.0,Rublev A.,Molcan A.,6.0,73.0,4380.0,735.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.23,4.67,1.25,5.0,1.2,4.47
26,Munich,BMW Open,2023-04-22,ATP250,Outdoor,Clay,Semifinals,3.0,Van De Zandschulp B.,Fritz T.,29.0,10.0,1250.0,3245.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.79,1.5,2.8,1.73,2.68,1.46
26,Munich,BMW Open,2023-04-22,ATP250,Outdoor,Clay,Semifinals,3.0,Rune H.,O Connell C.,7.0,82.0,3865.0,700.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.18,5.62,1.21,5.62,1.17,4.9
25,Banja Luka,Srpska Open,2023-04-22,ATP250,Outdoor,Clay,Semifinals,3.0,Lajovic D.,Kecmanovic M.,70.0,33.0,744.0,1125.0,4.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.2,1.67,2.2,1.75,2.2,1.76,2.14,1.69
24,Barcelona,Barcelona Open,2023-04-22,ATP500,Outdoor,Clay,Semifinals,3.0,Alcaraz C.,Evans D.,2.0,26.0,6770.0,1390.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.05,11.0,1.06,12.62,1.11,12.62,1.05,10.36
24,Barcelona,Barcelona Open,2023-04-22,ATP500,Outdoor,Clay,Semifinals,3.0,Tsitsipas S.,Musetti L.,5.0,20.0,4950.0,1930.0,6.0,4.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.33,3.4,1.41,3.17,1.41,3.4,1.35,3.21
24,Barcelona,Barcelona Open,2023-04-23,ATP500,Outdoor,Clay,The Final,3.0,Alcaraz C.,Tsitsipas S.,2.0,5.0,6770.0,4950.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.22,4.9,1.31,4.9,1.24,4.13
26,Munich,BMW Open,2023-04-23,ATP250,Outdoor,Clay,The Final,3.0,Rune H.,Van De Zandschulp B.,7.0,29.0,3865.0,1250.0,6.0,4.0,1.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.25,4.0,1.26,4.48,1.29,4.48,1.24,4.03
25,Banja Luka,Srpska Open,2023-04-23,ATP250,Outdoor,Clay,The Final,3.0,Lajovic D.,Rublev A.,70.0,6.0,744.0,4380.0,6.0,3.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,4.0,1.25,4.19,1.27,4.25,1.3,3.87,1.25
27,Madrid,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3.0,Wawrinka S.,Cressy M.,84.0,39.0,692.0,1010.0,6.0,7.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,1.44,2.75,1.45,2.94,1.45,3.16,1.4,2.92
27,Madrid,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3.0,Monteiro T.,Gojo B.,97.0,110.0,608.0,538.0,7.0,6.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.91,1.91,2.0,1.89,2.02,2.0,1.91,1.88
27,Madrid,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3.0,Gasquet R.,Landaluce M.,43.0,894.0,951.0,16.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.16,6.07,1.17,6.1,1.14,5.54
27,Madrid,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3.0,Munar J.,Kokkinakis T.,88.0,111.0,666.0,534.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.81,2.1,1.92,2.12,1.77,2.04
27,Madrid,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3.0,Ruusuvuori E.,Humbert U.,41.0,77.0,977.0,718.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.53,2.66,1.56,2.85,1.5,2.56
27,Madrid,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3.0,Arnaldi M.,Paire B.,105.0,161.0,556.0,377.0,6.0,1.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.53,2.5,1.57,2.55,1.58,2.9,1.52,2.51
27,Madrid,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3.0,Grenier H.,Schwartzman D.,128.0,72.0,466.0,730.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4.0,1.25,3.96,1.29,4.0,1.3,3.76,1.27
27,Madrid,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3.0,Hanfmann Y.,Varillas J. P.,108.0,87.0,548.0,667.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.44,2.75,1.46,2.9,1.6,3.03,1.44,2.77
27,Madrid,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3.0,Otte O.,Kotov P.,98.0,101.0,606.0,583.0,6.0,3.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.73,2.1,1.79,2.09,1.79,2.2,1.72,2.11
27,Madrid,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3.0,Bublik A.,Galan D.E.,55.0,100.0,865.0,586.0,7.0,6.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.8,2.0,1.93,1.95,1.93,2.0,1.84,1.95
27,Madrid,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3.0,Halys Q.,Popyrin A.,66.0,75.0,771.0,721.0,4.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,1.67,2.2,1.74,2.2,1.77,2.3,1.69,2.16
27,Madrid,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3.0,Molcan A.,Wu Y.,58.0,57.0,825.0,843.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.44,2.99,1.46,3.3,1.39,2.97
27,Madrid,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3.0,Barrere G.,Nava E.,56.0,173.0,848.0,344.0,6.0,0.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.53,2.5,1.56,2.57,1.58,2.75,1.5,2.56
27,Madrid,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3.0,Gaston H.,Chardy J.,106.0,635.0,555.0,45.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.36,3.43,1.4,3.5,1.34,3.24
27,Madrid,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3.0,Ramos-Vinolas A.,Ivashka I.,60.0,69.0,810.0,761.0,4.0,6.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,2.2,1.67,2.36,1.65,2.48,1.7,2.3,1.61
27,Madrid,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3.0,Carballes Baena R.,Goffin D.,53.0,95.0,867.0,615.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.6,2.49,1.6,2.69,1.54,2.45
27,Madrid,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3.0,Karatsev A.,Djere L.,121.0,70.0,497.0,741.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.33,1.67,2.38,1.68,2.3,1.61
27,Madrid,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3.0,Zapata Miralles B.,Mcdonald M.,42.0,54.0,958.0,865.0,3.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,1.57,2.38,1.63,2.42,1.65,2.45,1.59,2.35
27,Madrid,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3.0,Lajovic D.,Kubler J.,40.0,63.0,994.0,782.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.57,2.54,1.65,2.66,1.58,2.39
27,Madrid,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3.0,Vavassori A.,Murray A.,164.0,52.0,369.0,870.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.3,1.68,2.51,1.72,2.24,1.65
27,Madrid,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3.0,O Connell C.,Krajinovic F.,81.0,79.0,710.0,711.0,6.0,4.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,1.67,2.2,1.81,2.11,1.82,2.23,1.73,2.1
27,Madrid,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3.0,Cecchinato M.,Fucsovics M.,85.0,83.0,688.0,697.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.38,1.57,2.59,1.56,2.59,1.59,2.44,1.55
27,Madrid,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3.0,Giron M.,Borges N.,61.0,74.0,801.0,723.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.1,1.73,2.1,1.81,2.29,1.85,2.06,1.77
27,Madrid,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3.0,Struff J.L.,Sonego L.,65.0,47.0,779.0,890.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.1,1.73,2.09,1.82,2.35,1.82,2.12,1.72
27,Madrid,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3.0,Cachin P.,Shelbayh A.,67.0,243.0,767.0,233.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.52,2.69,1.56,3.0,1.44,2.78
27,Madrid,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3.0,Watanuki Y.,Moutet C.,117.0,64.0,502.0,780.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.53,2.65,1.57,2.65,1.51,2.55
27,Madrid,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3.0,Zhang Zh.,Rodionov J.,99.0,119.0,606.0,502.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.73,2.21,1.74,2.26,1.76,2.15,1.7
27,Madrid,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3.0,Thiem D.,Edmund K.,93.0,498.0,625.0,75.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.18,5.49,1.22,5.55,1.17,5.09
27,Madrid,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3.0,Safiullin R.,Jarry N.,112.0,51.0,525.0,878.0,6.0,2.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,3.2,1.36,3.19,1.4,3.38,1.4,3.15,1.36
27,Madrid,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3.0,Shevchenko A.,Wolf J.J.,96.0,49.0,610.0,880.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.68,2.31,1.69,2.5,1.61,2.31
27,Madrid,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3.0,Etcheverry T.,Mannarino A.,59.0,46.0,814.0,917.0,6.0,4.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.27,4.13,1.31,4.54,1.25,3.97
27,Madrid,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3.0,Garin C.,Huesler M.A.,73.0,76.0,723.0,720.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.39,3.25,1.4,3.75,1.33,3.35
27,Madrid,Mutua Madrid Open,2023-04-28,Masters 1000,Outdoor,Clay,2nd Round,3.0,Alcaraz C.,Ruusuvuori E.,2.0,41.0,6770.0,977.0,2.0,6.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,1.04,13.0,1.04,16.71,1.05,17.8,1.04,12.09
27,Madrid,Mutua Madrid Open,2023-04-28,Masters 1000,Outdoor,Clay,2nd Round,3.0,Zverev A.,Carballes Baena R.,16.0,53.0,2140.0,867.0,6.0,7.0,7.0,5.0,6.0,0.0,,,,,2.0,1.0,Completed,1.22,4.33,1.3,3.87,1.3,4.58,1.25,3.91
27,Madrid,Mutua Madrid Open,2023-04-28,Masters 1000,Outdoor,Clay,2nd Round,3.0,Davidovich Fokina A.,Ramos-Vinolas A.,35.0,60.0,1095.0,810.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.19,5.5,1.23,5.5,1.2,4.5
27,Madrid,Mutua Madrid Open,2023-04-28,Masters 1000,Outdoor,Clay,2nd Round,3.0,Rune H.,Bublik A.,7.0,55.0,4070.0,865.0,6.0,1.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.13,6.0,1.17,5.98,1.19,6.05,1.15,5.44
27,Madrid,Mutua Madrid Open,2023-04-28,Masters 1000,Outdoor,Clay,2nd Round,3.0,Hurkacz H.,Gasquet R.,15.0,43.0,2660.0,951.0,6.0,7.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed,1.25,4.0,1.27,4.24,1.27,4.34,1.24,4.0
27,Madrid,Mutua Madrid Open,2023-04-28,Masters 1000,Outdoor,Clay,2nd Round,3.0,Grenier H.,Korda S.,128.0,28.0,466.0,1390.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3.4,1.33,3.46,1.34,3.6,1.38,3.34,1.32
27,Madrid,Mutua Madrid Open,2023-04-28,Masters 1000,Outdoor,Clay,2nd Round,3.0,Coric B.,Gaston H.,20.0,106.0,1890.0,555.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.48,2.86,1.5,2.9,1.45,2.75
27,Madrid,Mutua Madrid Open,2023-04-28,Masters 1000,Outdoor,Clay,2nd Round,3.0,Khachanov K.,Monteiro T.,12.0,97.0,2855.0,608.0,6.0,3.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.25,4.0,1.27,4.31,1.28,4.31,1.25,3.96
27,Madrid,Mutua Madrid Open,2023-04-28,Masters 1000,Outdoor,Clay,2nd Round,3.0,Bautista Agut R.,Halys Q.,25.0,66.0,1475.0,771.0,4.0,6.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.67,2.2,1.84,2.08,1.84,2.2,1.74,2.1
27,Madrid,Mutua Madrid Open,2023-04-28,Masters 1000,Outdoor,Clay,2nd Round,3.0,Rublev A.,Wawrinka S.,6.0,84.0,4280.0,692.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.32,3.75,1.33,4.0,1.29,3.57
27,Madrid,Mutua Madrid Open,2023-04-28,Masters 1000,Outdoor,Clay,2nd Round,3.0,Hanfmann Y.,Musetti L.,108.0,18.0,548.0,2065.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3.0,1.4,2.98,1.45,3.0,1.5,2.81,1.43
27,Madrid,Mutua Madrid Open,2023-04-28,Masters 1000,Outdoor,Clay,2nd Round,3.0,Nishioka Y.,Molcan A.,34.0,58.0,1138.0,825.0,5.0,7.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,2.38,1.57,2.58,1.57,2.58,1.63,2.38,1.58
27,Madrid,Mutua Madrid Open,2023-04-28,Masters 1000,Outdoor,Clay,2nd Round,3.0,Altmaier D.,Otte O.,92.0,98.0,633.0,606.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.04,1.87,2.05,1.96,1.96,1.84
27,Madrid,Mutua Madrid Open,2023-04-28,Masters 1000,Outdoor,Clay,2nd Round,3.0,Munar J.,Griekspoor T.,88.0,36.0,666.0,1094.0,7.0,6.0,,,,,,,,,1.0,0.0,Retired,2.0,1.8,2.05,1.87,2.12,1.9,2.01,1.8
27,Madrid,Mutua Madrid Open,2023-04-28,Masters 1000,Outdoor,Clay,2nd Round,3.0,Arnaldi M.,Ruud C.,105.0,4.0,556.0,5210.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,5.0,1.17,5.21,1.2,5.21,1.22,4.75,1.19
27,Madrid,Mutua Madrid Open,2023-04-28,Masters 1000,Outdoor,Clay,2nd Round,3.0,Dimitrov G.,Barrere G.,32.0,56.0,1170.0,848.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.23,4.72,1.23,5.25,1.2,4.57
27,Madrid,Mutua Madrid Open,2023-04-29,Masters 1000,Outdoor,Clay,2nd Round,3.0,Tsitsipas S.,Thiem D.,5.0,93.0,5195.0,625.0,3.0,6.0,6.0,1.0,7.0,6.0,,,,,2.0,1.0,Completed,1.2,4.5,1.23,4.81,1.23,5.27,1.2,4.53
27,Madrid,Mutua Madrid Open,2023-04-29,Masters 1000,Outdoor,Clay,2nd Round,3.0,Fritz T.,O Connell C.,10.0,81.0,3290.0,710.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.29,4.01,1.31,4.01,1.28,3.62
27,Madrid,Mutua Madrid Open,2023-04-29,Masters 1000,Outdoor,Clay,2nd Round,3.0,Zhang Zh.,Shapovalov D.,99.0,27.0,606.0,1425.0,6.0,7.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,2.75,1.44,2.9,1.47,2.95,1.49,2.82,1.43
